GeneID	PathwayID	Symbol	ENSEMBL
2591	hsa00514	GALNT3	ENSG00000115339
26290	hsa00514	GALNT8	ENSG00000130035
2683	hsa00514	B4GALT1	ENSG00000086062
283464	hsa00514	GXYLT1	ENSG00000151233
285203	hsa00514	EOGT	ENSG00000163378
29071	hsa00514	C1GALT1C1	ENSG00000171155
29954	hsa00514	POMT2	ENSG00000009830
374378	hsa00514	GALNT18	ENSG00000110328
3955	hsa00514	LFNG	ENSG00000106003
4242	hsa00514	MFNG	ENSG00000100060
442117	hsa00514	GALNTL6	ENSG00000174473
50614	hsa00514	GALNT9	ENSG00000182870
51809	hsa00514	GALNT7	ENSG00000109586
55568	hsa00514	GALNT10	ENSG00000164574
56913	hsa00514	C1GALT1	ENSG00000106392
56983	hsa00514	POGLUT1	ENSG00000163389
57452	hsa00514	GALNT16	ENSG00000100626
5986	hsa00514	RFNG	ENSG00000169733
63917	hsa00514	GALNT11	ENSG00000178234
64409	hsa00514	GALNT17	ENSG00000185274
6480	hsa00514	ST6GAL1	ENSG00000073849
6487	hsa00514	ST3GAL3	ENSG00000126091
727936	hsa00514	GXYLT2	ENSG00000172986
728819	hsa00514	C1GALT1C1L	ENSG00000223658
79623	hsa00514	GALNT14	ENSG00000158089
79695	hsa00514	GALNT12	ENSG00000119514
79709	hsa00514	COLGALT1	ENSG00000130309
84620	hsa00514	ST6GAL2	ENSG00000144057
8473	hsa00514	OGT	ENSG00000147162
8693	hsa00514	GALNT4	ENSG00000257594
8703	hsa00514	B4GALT3	ENSG00000158850
8704	hsa00514	B4GALT2	ENSG00000117411
8985	hsa00514	PLOD3	ENSG00000106397
10329	hsa00515	RXYLT1	ENSG00000118600
10585	hsa00515	POMT1	ENSG00000130714
10690	hsa00515	FUT9	ENSG00000172461
11041	hsa00515	B4GAT1	ENSG00000174684
120071	hsa00515	LARGE2	ENSG00000165905
135152	hsa00515	B3GAT2	ENSG00000112309
146664	hsa00515	MGAT5B	ENSG00000167889
148789	hsa00515	B3GALNT2	ENSG00000162885
2218	hsa00515	FKTN	ENSG00000106692
2526	hsa00515	FUT4	ENSG00000196371
2683	hsa00515	B4GALT1	ENSG00000086062
27087	hsa00515	B3GAT1	ENSG00000109956
29954	hsa00515	POMT2	ENSG00000009830
55624	hsa00515	POMGNT1	ENSG00000085998
6487	hsa00515	ST3GAL3	ENSG00000126091
729920	hsa00515	CRPPA	ENSG00000214960
79147	hsa00515	FKRP	ENSG00000181027
84197	hsa00515	POMK	ENSG00000185900
84892	hsa00515	POMGNT2	ENSG00000144647
8703	hsa00515	B4GALT3	ENSG00000158850
8704	hsa00515	B4GALT2	ENSG00000117411
9215	hsa00515	LARGE1	ENSG00000133424
9486	hsa00515	CHST10	ENSG00000115526
10007	hsa00520	GNPDA1	ENSG00000113552
10020	hsa00520	GNE	ENSG00000159921
1118	hsa00520	CHIT1	ENSG00000133063
132789	hsa00520	GNPDA2	ENSG00000163281
140838	hsa00520	NANP	ENSG00000170191
1727	hsa00520	CYB5R3	ENSG00000100243
197258	hsa00520	FCSK	ENSG00000157353
2582	hsa00520	GALE	ENSG00000117308
2584	hsa00520	GALK1	ENSG00000108479
2585	hsa00520	GALK2	ENSG00000156958
2592	hsa00520	GALT	ENSG00000213930
2645	hsa00520	GCK	ENSG00000106633
2673	hsa00520	GFPT1	ENSG00000198380
27159	hsa00520	CHIA	ENSG00000134216
2762	hsa00520	GMDS	ENSG00000112699
2821	hsa00520	GPI	ENSG00000105220
29925	hsa00520	GMPPB	ENSG00000173540
29926	hsa00520	GMPPA	ENSG00000144591
3073	hsa00520	HEXA	ENSG00000213614
3074	hsa00520	HEXB	ENSG00000049860
3098	hsa00520	HK1	ENSG00000156515
3099	hsa00520	HK2	ENSG00000159399
3101	hsa00520	HK3	ENSG00000160883
4351	hsa00520	MPI	ENSG00000178802
51005	hsa00520	AMDHD2	ENSG00000162066
51167	hsa00520	CYB5R4	ENSG00000065615
51700	hsa00520	CYB5R2	ENSG00000166394
51706	hsa00520	CYB5R1	ENSG00000159348
5236	hsa00520	PGM1	ENSG00000079739
5238	hsa00520	PGM3	ENSG00000013375
5372	hsa00520	PMM1	ENSG00000100417
5373	hsa00520	PMM2	ENSG00000140650
54187	hsa00520	NANS	ENSG00000095380
55276	hsa00520	PGM2	ENSG00000169299
55577	hsa00520	NAGK	ENSG00000124357
55907	hsa00520	CMAS	ENSG00000111726
5973	hsa00520	RENBP	ENSG00000102032
606495	hsa00520	CYB5RL	ENSG00000215883
64841	hsa00520	GNPNAT1	ENSG00000100522
6675	hsa00520	UAP1	ENSG00000117143
7264	hsa00520	GFUS	ENSG00000104522
7358	hsa00520	UGDH	ENSG00000109814
7360	hsa00520	UGP2	ENSG00000169764
80146	hsa00520	UXS1	ENSG00000115652
80201	hsa00520	HKDC1	ENSG00000156510
80896	hsa00520	NPL	ENSG00000135838
8790	hsa00520	FPGT	ENSG00000254685
91373	hsa00520	UAP1L1	ENSG00000197355
9945	hsa00520	GFPT2	ENSG00000131459
2645	hsa00524	GCK	ENSG00000106633
3098	hsa00524	HK1	ENSG00000156515
3099	hsa00524	HK2	ENSG00000159399
3101	hsa00524	HK3	ENSG00000160883
80201	hsa00524	HKDC1	ENSG00000156510
10855	hsa00531	HPSE	ENSG00000173083
138050	hsa00531	HGSNAT	ENSG00000165102
23553	hsa00531	HYAL4	ENSG00000106302
2588	hsa00531	GALNS	ENSG00000141012
2720	hsa00531	GLB1	ENSG00000170266
2799	hsa00531	GNS	ENSG00000135677
2990	hsa00531	GUSB	ENSG00000169919
3073	hsa00531	HEXA	ENSG00000213614
3074	hsa00531	HEXB	ENSG00000049860
3373	hsa00531	HYAL1	ENSG00000114378
3423	hsa00531	IDS	ENSG00000010404
3425	hsa00531	IDUA	ENSG00000127415
411	hsa00531	ARSB	ENSG00000113273
4669	hsa00531	NAGLU	ENSG00000108784
60495	hsa00531	HPSE2	ENSG00000172987
6448	hsa00531	SGSH	ENSG00000181523
6677	hsa00531	SPAM1	ENSG00000106304
8372	hsa00531	HYAL3	ENSG00000186792
8692	hsa00531	HYAL2	ENSG00000068001
10090	hsa00532	UST	ENSG00000111962
11285	hsa00532	B4GALT7	ENSG00000027847
113189	hsa00532	CHST14	ENSG00000169105
126792	hsa00532	B3GALT6	ENSG00000176022
166012	hsa00532	CHST13	ENSG00000180767
22856	hsa00532	CHSY1	ENSG00000131873
26229	hsa00532	B3GAT3	ENSG00000149541
29940	hsa00532	DSE	ENSG00000111817
337876	hsa00532	CHSY3	ENSG00000198108
50515	hsa00532	CHST11	ENSG00000171310
51363	hsa00532	CHST15	ENSG00000182022
54480	hsa00532	CHPF2	ENSG00000033100
55454	hsa00532	CSGALNACT2	ENSG00000169826
55501	hsa00532	CHST12	ENSG00000136213
55790	hsa00532	CSGALNACT1	ENSG00000147408
56548	hsa00532	CHST7	ENSG00000147119
64131	hsa00532	XYLT1	ENSG00000103489
64132	hsa00532	XYLT2	ENSG00000015532
79586	hsa00532	CHPF	ENSG00000123989
92126	hsa00532	DSEL	ENSG00000171451
9469	hsa00532	CHST3	ENSG00000122863
10164	hsa00533	CHST4	ENSG00000140835
10678	hsa00533	B3GNT2	ENSG00000170340
2530	hsa00533	FUT8	ENSG00000033170
2683	hsa00533	B4GALT1	ENSG00000086062
4166	hsa00533	CHST6	ENSG00000183196
6482	hsa00533	ST3GAL1	ENSG00000008513
6483	hsa00533	ST3GAL2	ENSG00000157350
6487	hsa00533	ST3GAL3	ENSG00000126091
8534	hsa00533	CHST1	ENSG00000175264
8702	hsa00533	B4GALT4	ENSG00000121578
8703	hsa00533	B4GALT3	ENSG00000158850
8704	hsa00533	B4GALT2	ENSG00000117411
93010	hsa00533	B3GNT7	ENSG00000156966
9435	hsa00533	CHST2	ENSG00000175040
11285	hsa00534	B4GALT7	ENSG00000027847
126792	hsa00534	B3GALT6	ENSG00000176022
2131	hsa00534	EXT1	ENSG00000182197
2132	hsa00534	EXT2	ENSG00000151348
2134	hsa00534	EXTL1	ENSG00000158008
2135	hsa00534	EXTL2	ENSG00000162694
2137	hsa00534	EXTL3	ENSG00000012232
222537	hsa00534	HS3ST5	ENSG00000249853
26035	hsa00534	GLCE	ENSG00000138604
26229	hsa00534	B3GAT3	ENSG00000149541
266722	hsa00534	HS6ST3	ENSG00000185352
3340	hsa00534	NDST1	ENSG00000070614
64131	hsa00534	XYLT1	ENSG00000103489
64132	hsa00534	XYLT2	ENSG00000015532
64579	hsa00534	NDST4	ENSG00000138653
8509	hsa00534	NDST2	ENSG00000166507
90161	hsa00534	HS6ST2	ENSG00000171004
9348	hsa00534	NDST3	ENSG00000164100
9394	hsa00534	HS6ST1	ENSG00000136720
9653	hsa00534	HS2ST1	ENSG00000153936
9953	hsa00534	HS3ST3B1	ENSG00000125430
9955	hsa00534	HS3ST3A1	ENSG00000153976
9956	hsa00534	HS3ST2	ENSG00000122254
9957	hsa00534	HS3ST1	ENSG00000002587
10327	hsa00561	AKR1A1	ENSG00000117448
10554	hsa00561	AGPAT1	ENSG00000204310
10555	hsa00561	AGPAT2	ENSG00000169692
1056	hsa00561	CEL	ENSG00000170835
11343	hsa00561	MGLL	ENSG00000074416
116255	hsa00561	MOGAT1	ENSG00000124003
119548	hsa00561	PNLIPRP3	ENSG00000203837
129642	hsa00561	MBOAT2	ENSG00000143797
132158	hsa00561	GLYCTK	ENSG00000168237
137964	hsa00561	GPAT4	ENSG00000158669
139189	hsa00561	DGKK	ENSG00000274588
150763	hsa00561	GPAT2	ENSG00000186281
154141	hsa00561	MBOAT1	ENSG00000172197
1606	hsa00561	DGKA	ENSG00000065357
1607	hsa00561	DGKB	ENSG00000136267
1608	hsa00561	DGKG	ENSG00000058866
160851	hsa00561	DGKH	ENSG00000102780
1609	hsa00561	DGKQ	ENSG00000145214
196051	hsa00561	PLPP4	ENSG00000203805
217	hsa00561	ALDH2	ENSG00000111275
219	hsa00561	ALDH1B1	ENSG00000137124
223	hsa00561	ALDH9A1	ENSG00000143149
224	hsa00561	ALDH3A2	ENSG00000072210
231	hsa00561	AKR1B1	ENSG00000085662
23175	hsa00561	LPIN1	ENSG00000134324
253558	hsa00561	LCLAT1	ENSG00000172954
26007	hsa00561	TKFC	ENSG00000149476
2710	hsa00561	GK	ENSG00000198814
2712	hsa00561	GK2	ENSG00000196475
2717	hsa00561	GLA	ENSG00000102393
346606	hsa00561	MOGAT3	ENSG00000106384
3990	hsa00561	LIPC	ENSG00000166035
4023	hsa00561	LPL	ENSG00000175445
441282	hsa00561	AKR1B15	ENSG00000227471
501	hsa00561	ALDH7A1	ENSG00000164904
5406	hsa00561	PNLIP	ENSG00000175535
5407	hsa00561	PNLIPRP1	ENSG00000187021
5408	hsa00561	PNLIPRP2	ENSG00000266200
55326	hsa00561	AGPAT5	ENSG00000155189
55750	hsa00561	AGK	ENSG00000006530
56894	hsa00561	AGPAT3	ENSG00000160216
56895	hsa00561	AGPAT4	ENSG00000026652
57016	hsa00561	AKR1B10	ENSG00000198074
57104	hsa00561	PNPLA2	ENSG00000177666
57678	hsa00561	GPAM	ENSG00000119927
64900	hsa00561	LPIN3	ENSG00000132793
7920	hsa00561	ABHD16A	ENSG00000204427
80168	hsa00561	MOGAT2	ENSG00000166391
80339	hsa00561	PNPLA3	ENSG00000100344
84513	hsa00561	PLPP5	ENSG00000147535
84649	hsa00561	DGAT2	ENSG00000062282
84803	hsa00561	GPAT3	ENSG00000138678
8513	hsa00561	LIPF	ENSG00000182333
8525	hsa00561	DGKZ	ENSG00000149091
8526	hsa00561	DGKE	ENSG00000153933
8527	hsa00561	DGKD	ENSG00000077044
8611	hsa00561	PLPP1	ENSG00000067113
8612	hsa00561	PLPP2	ENSG00000141934
8613	hsa00561	PLPP3	ENSG00000162407
8694	hsa00561	DGAT1	ENSG00000185000
9162	hsa00561	DGKI	ENSG00000157680
9388	hsa00561	LIPG	ENSG00000101670
9663	hsa00561	LPIN2	ENSG00000101577
10423	hsa00562	CDIPT	ENSG00000103502
113026	hsa00562	PLCD3	ENSG00000161714
138429	hsa00562	PIP5KL1	ENSG00000167103
200576	hsa00562	PIKFYVE	ENSG00000115020
22876	hsa00562	INPP5F	ENSG00000198825
22908	hsa00562	SACM1L	ENSG00000211456
23007	hsa00562	PLCH1	ENSG00000114805
23236	hsa00562	PLCB1	ENSG00000182621
23396	hsa00562	PIP5K1C	ENSG00000186111
253430	hsa00562	IPMK	ENSG00000151151
27124	hsa00562	INPP5J	ENSG00000185133
3612	hsa00562	IMPA1	ENSG00000133731
3613	hsa00562	IMPA2	ENSG00000141401
3628	hsa00562	INPP1	ENSG00000151689
3631	hsa00562	INPP4A	ENSG00000040933
3632	hsa00562	INPP5A	ENSG00000068383
3633	hsa00562	INPP5B	ENSG00000204084
3635	hsa00562	INPP5D	ENSG00000168918
3636	hsa00562	INPPL1	ENSG00000165458
3705	hsa00562	ITPK1	ENSG00000100605
3706	hsa00562	ITPKA	ENSG00000137825
3707	hsa00562	ITPKB	ENSG00000143772
4329	hsa00562	ALDH6A1	ENSG00000119711
4534	hsa00562	MTM1	ENSG00000171100
4952	hsa00562	OCRL	ENSG00000122126
51196	hsa00562	PLCE1	ENSG00000138193
51477	hsa00562	ISYNA1	ENSG00000105655
51763	hsa00562	INPP5K	ENSG00000132376
5286	hsa00562	PIK3C2A	ENSG00000011405
5287	hsa00562	PIK3C2B	ENSG00000133056
5288	hsa00562	PIK3C2G	ENSG00000139144
5289	hsa00562	PIK3C3	ENSG00000078142
5290	hsa00562	PIK3CA	ENSG00000121879
5291	hsa00562	PIK3CB	ENSG00000051382
5293	hsa00562	PIK3CD	ENSG00000171608
5294	hsa00562	PIK3CG	ENSG00000105851
5297	hsa00562	PI4KA	ENSG00000241973
5298	hsa00562	PI4KB	ENSG00000143393
5305	hsa00562	PIP4K2A	ENSG00000150867
5330	hsa00562	PLCB2	ENSG00000137841
5331	hsa00562	PLCB3	ENSG00000149782
5332	hsa00562	PLCB4	ENSG00000101333
5333	hsa00562	PLCD1	ENSG00000187091
5335	hsa00562	PLCG1	ENSG00000124181
5336	hsa00562	PLCG2	ENSG00000197943
55300	hsa00562	PI4K2B	ENSG00000038210
55361	hsa00562	PI4K2A	ENSG00000155252
55586	hsa00562	MIOX	ENSG00000100253
55613	hsa00562	MTMR8	ENSG00000102043
56623	hsa00562	INPP5E	ENSG00000148384
5728	hsa00562	PTEN	ENSG00000171862
64419	hsa00562	MTMR14	ENSG00000163719
64768	hsa00562	IPPK	ENSG00000127080
7167	hsa00562	TPI1	ENSG00000111669
79837	hsa00562	PIP4K2C	ENSG00000166908
80271	hsa00562	ITPKC	ENSG00000086544
8394	hsa00562	PIP5K1A	ENSG00000143398
8395	hsa00562	PIP5K1B	ENSG00000107242
8396	hsa00562	PIP4K2B	ENSG00000276293
84812	hsa00562	PLCD4	ENSG00000115556
8776	hsa00562	MTMR1	ENSG00000063601
8821	hsa00562	INPP4B	ENSG00000109452
8867	hsa00562	SYNJ1	ENSG00000159082
8871	hsa00562	SYNJ2	ENSG00000078269
8897	hsa00562	MTMR3	ENSG00000100330
8898	hsa00562	MTMR2	ENSG00000087053
89869	hsa00562	PLCZ1	ENSG00000139151
9107	hsa00562	MTMR6	ENSG00000139505
9108	hsa00562	MTMR7	ENSG00000003987
9110	hsa00562	MTMR4	ENSG00000108389
9562	hsa00562	MINPP1	ENSG00000107789
9651	hsa00562	PLCH2	ENSG00000149527
9896	hsa00562	FIG4	ENSG00000112367
10026	hsa00563	PIGK	ENSG00000142892
128869	hsa00563	PIGU	ENSG00000101464
23556	hsa00563	PIGN	ENSG00000197563
2822	hsa00563	GPLD1	ENSG00000112293
284098	hsa00563	PIGW	ENSG00000277161
51227	hsa00563	PIGP	ENSG00000185808
51604	hsa00563	PIGT	ENSG00000124155
5277	hsa00563	PIGA	ENSG00000165195
5279	hsa00563	PIGC	ENSG00000135845
5281	hsa00563	PIGF	ENSG00000151665
5283	hsa00563	PIGH	ENSG00000100564
54872	hsa00563	PIGG	ENSG00000174227
54965	hsa00563	PIGX	ENSG00000163964
55650	hsa00563	PIGV	ENSG00000060642
65258	hsa00563	MPPE1	ENSG00000154889
80055	hsa00563	PGAP1	ENSG00000197121
80235	hsa00563	PIGZ	ENSG00000119227
84720	hsa00563	PIGO	ENSG00000165282
84992	hsa00563	PIGY	ENSG00000255072
8733	hsa00563	GPAA1	ENSG00000197858
8818	hsa00563	DPM2	ENSG00000136908
9091	hsa00563	PIGQ	ENSG00000007541
93183	hsa00563	PIGM	ENSG00000143315
94005	hsa00563	PIGS	ENSG00000087111
9487	hsa00563	PIGL	ENSG00000108474
9488	hsa00563	PIGB	ENSG00000069943
100137049	hsa00564	PLA2G4B	ENSG00000243708
10162	hsa00564	LPCAT3	ENSG00000111684
10390	hsa00564	CEPT1	ENSG00000134255
1040	hsa00564	CDS1	ENSG00000163624
10400	hsa00564	PEMT	ENSG00000133027
10423	hsa00564	CDIPT	ENSG00000103502
10434	hsa00564	LYPLA1	ENSG00000120992
10554	hsa00564	AGPAT1	ENSG00000204310
10555	hsa00564	AGPAT2	ENSG00000169692
10908	hsa00564	PNPLA6	ENSG00000032444
1103	hsa00564	CHAT	ENSG00000070748
11145	hsa00564	PLAAT3	ENSG00000176485
1119	hsa00564	CHKA	ENSG00000110721
1120	hsa00564	CHKB	ENSG00000100288
11313	hsa00564	LYPLA2	ENSG00000011009
122618	hsa00564	PLD4	ENSG00000166428
123745	hsa00564	PLA2G4E	ENSG00000188089
129642	hsa00564	MBOAT2	ENSG00000143797
137964	hsa00564	GPAT4	ENSG00000158669
139189	hsa00564	DGKK	ENSG00000274588
150763	hsa00564	GPAT2	ENSG00000186281
151056	hsa00564	PLB1	ENSG00000163803
154141	hsa00564	MBOAT1	ENSG00000172197
1606	hsa00564	DGKA	ENSG00000065357
1607	hsa00564	DGKB	ENSG00000136267
1608	hsa00564	DGKG	ENSG00000058866
160851	hsa00564	DGKH	ENSG00000102780
1609	hsa00564	DGKQ	ENSG00000145214
162466	hsa00564	PHOSPHO1	ENSG00000173868
196051	hsa00564	PLPP4	ENSG00000203805
23171	hsa00564	GPD1L	ENSG00000152642
23175	hsa00564	LPIN1	ENSG00000134324
23646	hsa00564	PLD3	ENSG00000105223
23659	hsa00564	PLA2G15	ENSG00000103066
23761	hsa00564	PISD	ENSG00000241878
253558	hsa00564	LCLAT1	ENSG00000172954
254531	hsa00564	LPCAT4	ENSG00000176454
255189	hsa00564	PLA2G4F	ENSG00000168907
26279	hsa00564	PLA2G2D	ENSG00000117215
2819	hsa00564	GPD1	ENSG00000167588
2820	hsa00564	GPD2	ENSG00000115159
283748	hsa00564	PLA2G4D	ENSG00000159337
30814	hsa00564	PLA2G2E	ENSG00000188784
375775	hsa00564	PNPLA7	ENSG00000130653
391013	hsa00564	PLA2G2C	ENSG00000187980
3931	hsa00564	LCAT	ENSG00000213398
43	hsa00564	ACHE	ENSG00000087085
50487	hsa00564	PLA2G3	ENSG00000100078
5130	hsa00564	PCYT1A	ENSG00000161217
51365	hsa00564	PLA1A	ENSG00000144837
5319	hsa00564	PLA2G1B	ENSG00000170890
5320	hsa00564	PLA2G2A	ENSG00000188257
5321	hsa00564	PLA2G4A	ENSG00000116711
5322	hsa00564	PLA2G5	ENSG00000127472
5337	hsa00564	PLD1	ENSG00000075651
5338	hsa00564	PLD2	ENSG00000129219
54675	hsa00564	CRLS1	ENSG00000088766
54947	hsa00564	LPCAT2	ENSG00000087253
54979	hsa00564	PLAAT2	ENSG00000133328
55224	hsa00564	ETNK2	ENSG00000143845
55326	hsa00564	AGPAT5	ENSG00000155189
55500	hsa00564	ETNK1	ENSG00000139163
56261	hsa00564	GPCPD1	ENSG00000125772
56894	hsa00564	AGPAT3	ENSG00000160216
56895	hsa00564	AGPAT4	ENSG00000026652
56985	hsa00564	ADPRM	ENSG00000170222
56994	hsa00564	CHPT1	ENSG00000111666
57678	hsa00564	GPAM	ENSG00000119927
5833	hsa00564	PCYT2	ENSG00000185813
64600	hsa00564	PLA2G2F	ENSG00000158786
64850	hsa00564	ETNPPL	ENSG00000164089
64900	hsa00564	LPIN3	ENSG00000132793
6901	hsa00564	TAFAZZIN	ENSG00000102125
79143	hsa00564	MBOAT7	ENSG00000125505
79888	hsa00564	LPCAT1	ENSG00000153395
81490	hsa00564	PTDSS2	ENSG00000174915
81579	hsa00564	PLA2G12A	ENSG00000123739
8398	hsa00564	PLA2G6	ENSG00000184381
8399	hsa00564	PLA2G10	ENSG00000069764
8443	hsa00564	GNPAT	ENSG00000116906
84513	hsa00564	PLPP5	ENSG00000147535
84647	hsa00564	PLA2G12B	ENSG00000138308
84803	hsa00564	GPAT3	ENSG00000138678
8525	hsa00564	DGKZ	ENSG00000149091
8526	hsa00564	DGKE	ENSG00000153933
8527	hsa00564	DGKD	ENSG00000077044
85465	hsa00564	SELENOI	ENSG00000138018
8605	hsa00564	PLA2G4C	ENSG00000105499
8611	hsa00564	PLPP1	ENSG00000067113
8612	hsa00564	PLPP2	ENSG00000141934
8613	hsa00564	PLPP3	ENSG00000162407
8681	hsa00564	JMJD7-PLA2G4B	ENSG00000168970
8760	hsa00564	CDS2	ENSG00000101290
9162	hsa00564	DGKI	ENSG00000157680
9468	hsa00564	PCYT1B	ENSG00000102230
9489	hsa00564	PGS1	ENSG00000087157
9663	hsa00564	LPIN2	ENSG00000101577
9791	hsa00564	PTDSS1	ENSG00000156471
9926	hsa00564	LPGAT1	ENSG00000123684
100137049	hsa00565	PLA2G4B	ENSG00000243708
10390	hsa00565	CEPT1	ENSG00000134255
11145	hsa00565	PLAAT3	ENSG00000176485
122618	hsa00565	PLD4	ENSG00000166428
123745	hsa00565	PLA2G4E	ENSG00000188089
133121	hsa00565	ENPP6	ENSG00000164303
151056	hsa00565	PLB1	ENSG00000163803
23646	hsa00565	PLD3	ENSG00000105223
254531	hsa00565	LPCAT4	ENSG00000176454
255043	hsa00565	TMEM86B	ENSG00000180089
255189	hsa00565	PLA2G4F	ENSG00000168907
26279	hsa00565	PLA2G2D	ENSG00000117215
283748	hsa00565	PLA2G4D	ENSG00000159337
284161	hsa00565	GDPD1	ENSG00000153982
30814	hsa00565	PLA2G2E	ENSG00000188784
387521	hsa00565	PEDS1	ENSG00000240849
387522	hsa00565	PEDS1-UBE2V1	ENSG00000124208
391013	hsa00565	PLA2G2C	ENSG00000187980
5048	hsa00565	PAFAH1B1	ENSG00000007168
50487	hsa00565	PLA2G3	ENSG00000100078
5049	hsa00565	PAFAH1B2	ENSG00000168092
5050	hsa00565	PAFAH1B3	ENSG00000079462
5051	hsa00565	PAFAH2	ENSG00000158006
5168	hsa00565	ENPP2	ENSG00000136960
5319	hsa00565	PLA2G1B	ENSG00000170890
5320	hsa00565	PLA2G2A	ENSG00000188257
5321	hsa00565	PLA2G4A	ENSG00000116711
5322	hsa00565	PLA2G5	ENSG00000127472
5337	hsa00565	PLD1	ENSG00000075651
5338	hsa00565	PLD2	ENSG00000129219
54947	hsa00565	LPCAT2	ENSG00000087253
54979	hsa00565	PLAAT2	ENSG00000133328
56994	hsa00565	CHPT1	ENSG00000111666
64600	hsa00565	PLA2G2F	ENSG00000158786
7368	hsa00565	UGT8	ENSG00000174607
79153	hsa00565	GDPD3	ENSG00000102886
7941	hsa00565	PLA2G7	ENSG00000146070
79888	hsa00565	LPCAT1	ENSG00000153395
81579	hsa00565	PLA2G12A	ENSG00000123739
8398	hsa00565	PLA2G6	ENSG00000184381
8399	hsa00565	PLA2G10	ENSG00000069764
84647	hsa00565	PLA2G12B	ENSG00000138308
8540	hsa00565	AGPS	ENSG00000018510
85465	hsa00565	SELENOI	ENSG00000138018
8605	hsa00565	PLA2G4C	ENSG00000105499
8611	hsa00565	PLPP1	ENSG00000067113
8612	hsa00565	PLPP2	ENSG00000141934
8613	hsa00565	PLPP3	ENSG00000162407
8681	hsa00565	JMJD7-PLA2G4B	ENSG00000168970
9514	hsa00565	GAL3ST1	ENSG00000128242
100137049	hsa00590	PLA2G4B	ENSG00000243708
10728	hsa00590	PTGES3	ENSG00000110958
11145	hsa00590	PLAAT3	ENSG00000176485
11283	hsa00590	CYP4F8	ENSG00000186526
113612	hsa00590	CYP2U1	ENSG00000155016
123745	hsa00590	PLA2G4E	ENSG00000188089
127281	hsa00590	PRXL2B	ENSG00000157870
145482	hsa00590	PTGR2	ENSG00000140043
151056	hsa00590	PLB1	ENSG00000163803
1555	hsa00590	CYP2B6	ENSG00000197408
1557	hsa00590	CYP2C19	ENSG00000165841
1558	hsa00590	CYP2C8	ENSG00000138115
1559	hsa00590	CYP2C9	ENSG00000138109
1571	hsa00590	CYP2E1	ENSG00000130649
1573	hsa00590	CYP2J2	ENSG00000134716
2053	hsa00590	EPHX2	ENSG00000120915
22949	hsa00590	PTGR1	ENSG00000106853
239	hsa00590	ALOX12	ENSG00000108839
240	hsa00590	ALOX5	ENSG00000012779
242	hsa00590	ALOX12B	ENSG00000179477
246	hsa00590	ALOX15	ENSG00000161905
247	hsa00590	ALOX15B	ENSG00000179593
255189	hsa00590	PLA2G4F	ENSG00000168907
26279	hsa00590	PLA2G2D	ENSG00000117215
2678	hsa00590	GGT1	ENSG00000100031
2687	hsa00590	GGT5	ENSG00000099998
27306	hsa00590	HPGDS	ENSG00000163106
283748	hsa00590	PLA2G4D	ENSG00000159337
284273	hsa00590	PTGR3	ENSG00000180011
2879	hsa00590	GPX4	ENSG00000167468
30814	hsa00590	PLA2G2E	ENSG00000188784
3248	hsa00590	HPGD	ENSG00000164120
391013	hsa00590	PLA2G2C	ENSG00000187980
4048	hsa00590	LTA4H	ENSG00000111144
4051	hsa00590	CYP4F3	ENSG00000186529
4056	hsa00590	LTC4S	ENSG00000213316
50487	hsa00590	PLA2G3	ENSG00000100078
5319	hsa00590	PLA2G1B	ENSG00000170890
5320	hsa00590	PLA2G2A	ENSG00000188257
5321	hsa00590	PLA2G4A	ENSG00000116711
5322	hsa00590	PLA2G5	ENSG00000127472
54979	hsa00590	PLAAT2	ENSG00000133328
5730	hsa00590	PTGDS	ENSG00000107317
5740	hsa00590	PTGIS	ENSG00000124212
5742	hsa00590	PTGS1	ENSG00000095303
5743	hsa00590	PTGS2	ENSG00000073756
59344	hsa00590	ALOXE3	ENSG00000179148
64600	hsa00590	PLA2G2F	ENSG00000158786
6916	hsa00590	TBXAS1	ENSG00000059377
80142	hsa00590	PTGES2	ENSG00000148334
81579	hsa00590	PLA2G12A	ENSG00000123739
8398	hsa00590	PLA2G6	ENSG00000184381
8399	hsa00590	PLA2G10	ENSG00000069764
84647	hsa00590	PLA2G12B	ENSG00000138308
8529	hsa00590	CYP4F2	ENSG00000186115
8605	hsa00590	PLA2G4C	ENSG00000105499
8644	hsa00590	AKR1C3	ENSG00000196139
8681	hsa00590	JMJD7-PLA2G4B	ENSG00000168970
873	hsa00590	CBR1	ENSG00000159228
874	hsa00590	CBR3	ENSG00000159231
9536	hsa00590	PTGES	ENSG00000148344
100137049	hsa00591	PLA2G4B	ENSG00000243708
11145	hsa00591	PLAAT3	ENSG00000176485
123745	hsa00591	PLA2G4E	ENSG00000188089
151056	hsa00591	PLB1	ENSG00000163803
1544	hsa00591	CYP1A2	ENSG00000140505
1557	hsa00591	CYP2C19	ENSG00000165841
1558	hsa00591	CYP2C8	ENSG00000138115
1559	hsa00591	CYP2C9	ENSG00000138109
1571	hsa00591	CYP2E1	ENSG00000130649
1573	hsa00591	CYP2J2	ENSG00000134716
1576	hsa00591	CYP3A4	ENSG00000160868
246	hsa00591	ALOX15	ENSG00000161905
255189	hsa00591	PLA2G4F	ENSG00000168907
26279	hsa00591	PLA2G2D	ENSG00000117215
283748	hsa00591	PLA2G4D	ENSG00000159337
